"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"71624099999","2021-01-23","   7.5","001000"," 25.1","  33.8","   9.3"," 21.0"," 0.00","1021.8","  0.4","999.6","  18.2"," 15.0"," 11.6"
"71624099999","2021-01-24","  12.4","000000","999.9","  26.6","   9.3","  8.0"," 0.00","1026.5","999.9","004.4","  22.5"," 15.0","  4.1"
"71624099999","2021-01-25","  20.1","000000","999.9","  35.6","  24.8","  7.0"," 0.00","1020.2","999.9","998.4","  28.6"," 15.0","  3.1"
"71624099999","2021-01-26","  24.4","001000"," 25.1","  35.4","  25.3"," 15.9"," 0.17","1012.3","  2.4","990.7","  29.1"," 10.5"," 10.0"
"71624099999","2021-01-27","  17.7","011000"," 21.0","  31.1","  21.0"," 15.9"," 0.13","1019.6","  3.1","997.7","  24.1"," 14.1"," 11.1"
"71624099999","2021-01-28","   6.8","000000"," 31.1","  26.1","   7.2"," 24.1"," 0.00","1028.3","  2.4","005.8","  14.9"," 15.0"," 11.0"
"71624099999","2021-01-29","   4.9","001000"," 22.0","  17.8","   5.0"," 15.9"," 0.00","1028.1","  2.0","005.5","  12.8"," 13.5","  8.2"
"71624099999","2021-01-30","   8.6","001000"," 17.1","  28.4","   8.6"," 12.0"," 0.01","1028.3","  2.0","005.9","  16.9"," 14.8","  3.9"
"71624099999","2021-01-31","  13.6","001000"," 24.1","  28.0","   7.2"," 15.0"," 0.00","1024.3","  1.6","002.0","  19.3"," 14.1","  8.2"
"71624099999","2021-02-01","   4.7","000000"," 17.1","  24.8","  12.0"," 13.0"," 0.00","1020.3","  1.6","998.1","  17.4"," 15.0","  9.9"
"71624099999","2021-02-02","   9.2","000000"," 35.9","  30.4","  15.1"," 25.1"," 0.00","1015.3","  1.2","993.3","  21.3"," 15.0"," 13.6"
"71624099999","2021-02-03","  15.4","000000"," 33.0","  32.2","  20.8"," 24.1"," 0.00","1010.6","  0.8","988.9","  26.5"," 15.0"," 17.9"
"71624099999","2021-02-04","  17.6","000000"," 21.0","  39.7","  19.0"," 15.0"," 0.00","1013.6","  0.8","992.0","  29.0"," 15.0","  8.2"
"71624099999","2021-02-05","  22.7","011000"," 35.0","  35.6","  17.6"," 26.0"," 0.26"," 999.2","  0.4","977.9","  29.6"," 10.6"," 14.8"
"71624099999","2021-02-06","   8.0","001000"," 31.1","  35.1","  15.3"," 21.0"," 0.00","1010.2","  0.4","988.2","  18.3"," 13.6"," 14.6"
"71624099999","2021-02-07","   8.5","001000"," 24.1","  21.2","  10.4"," 19.0"," 0.02","1016.5","  0.4","994.4","  17.4"," 13.7","  9.8"
"71624099999","2021-02-08","   1.9","000000"," 20.0","  20.8","   7.9"," 15.9"," 0.00","1026.1","  0.4","003.6","  12.0"," 15.0","  9.7"
"71624099999","2021-02-09","   9.6","001000","999.9","  26.6","  13.8"," 12.0"," 0.05","1025.6","  0.8","003.2","  18.1"," 11.0","  5.6"
"71624099999","2021-02-10","   6.4","000000"," 15.0","  21.2","   9.7"," 13.0"," 0.04","1027.5","999.9","004.9","  14.4"," 15.0","  8.7"
"71624099999","2021-02-11","   8.0","000000","999.9","  23.0","  15.8"," 12.0"," 0.00","1029.1","999.9","006.7","  20.6"," 15.0","  8.8"
"71624099999","2021-02-12","   6.8","000000"," 15.9","  15.8","  14.0"," 13.0"," 0.00","1029.9","999.9","007.2","  15.4"," 14.0","  9.8"
"71624099999","2021-02-13","   0.7","001000"," 17.1","  15.8","   6.8"," 12.0"," 0.01","1028.9","  0.8","006.2","  11.8"," 12.6","  9.1"
"71624099999","2021-02-14","   8.0","001000","999.9","  24.8","   5.0"," 13.0"," 0.10","1025.1","  2.4","002.7","  15.0"," 10.5","  5.8"
"71624099999","2021-02-15","  12.7","001000","999.9","  24.8","   5.4"," 15.0"," 0.00","1025.9","  0.8","003.6","  20.1"," 14.3","  7.1"
"71624099999","2021-02-16","  10.1","001000"," 26.0","  24.4","  12.2"," 20.0"," 0.46","1011.2","  4.7","989.1","  15.6","  5.5"," 15.5"
"71624099999","2021-02-17","   4.3","000000","999.9","  25.2","   2.5"," 15.0"," 0.02","1026.5","  4.7","004.0","  14.5"," 15.0","  7.7"
"71624099999","2021-02-18","  13.2","001000"," 17.1","  25.2","   2.5"," 12.0"," 0.00","1030.1","  3.9","007.8","  20.9"," 10.9","  6.3"
"71624099999","2021-02-19","  17.9","001000"," 15.0","  23.5","  20.8"," 11.1"," 0.12","1024.2","  5.9","002.0","  21.7","  2.4","  9.0"
"71624099999","2021-02-21","  13.9","000000","999.9","  28.4","  20.8","  8.9"," 0.02","1030.2","999.9","008.1","  26.3"," 12.1","  6.6"
"71624099999","2021-02-22","  25.7","011000"," 29.9","  37.4","  25.7"," 22.9"," 0.18","1011.0","  4.7","989.5","  31.8","  9.9","  9.7"
"71624099999","2021-02-23","  29.5","001000"," 26.0","  39.2","  30.2"," 18.1"," 0.02","1001.6","  3.1","980.5","  35.0"," 11.1"," 11.7"
"71624099999","2021-02-24","  30.6","010000"," 32.1","  46.4","  31.8"," 22.9"," 0.00","1008.1","  2.4","986.9","  37.1"," 14.0","  8.9"
"71624099999","2021-02-25","  19.7","000000"," 34.0","  47.1","  25.3"," 24.1"," 0.00","1019.2","  0.4","997.6","  31.3"," 15.0"," 15.1"
"71624099999","2021-02-26","  19.9","001000"," 15.9","  37.4","  19.4"," 13.0"," 0.00","1027.3","  0.4","005.4","  29.9"," 14.9","  7.2"
"71624099999","2021-02-27","  29.6","010000"," 28.0","  42.3","  19.6"," 20.0"," 0.24","1016.7","  0.4","995.2","  35.6"," 13.1","  9.3"
"71624099999","2021-02-28","  32.7","110000"," 19.0","  39.2","  28.4"," 13.0"," 0.16","1018.8","999.9","997.3","  35.1","  8.0","  4.6"
"71624099999","2021-03-01","  25.3","011000"," 46.0","  43.2","  19.4"," 33.0"," 0.04","1008.3","999.9","986.9","  34.0"," 14.0"," 16.8"
"71624099999","2021-03-02","   4.1","001000"," 36.9","  41.7","   7.5"," 28.0"," 0.00","1024.3","  0.4","002.0","  17.2"," 15.0"," 10.8"
"71624099999","2021-03-03","  21.9","000000"," 22.0","  44.6","  26.2"," 15.0"," 0.00","1012.1","999.9","990.7","  34.8"," 15.0"," 10.2"
"71624099999","2021-03-04","  16.3","001000"," 28.0","  36.1","  21.2"," 22.0"," 0.00","1018.0","999.9","996.3","  28.7"," 14.7"," 14.3"
"71624099999","2021-03-05","   5.9","000000"," 36.9","  33.8","  14.0"," 26.0"," 0.00","1020.1","999.9","998.1","  22.5"," 15.0"," 15.8"
"71624099999","2021-03-06","   8.7","001000"," 28.9","  34.9","  13.5"," 20.0"," 0.00","1020.9","999.9","998.9","  24.9"," 14.9"," 13.1"
"71624099999","2021-03-07","   5.9","000000","999.9","  31.6","  13.5"," 12.0"," 0.00","1028.4","999.9","006.2","  22.2"," 15.0","  6.9"
"71624099999","2021-03-08","  15.3","011000"," 19.0","  48.2","  15.8"," 13.0"," 0.01","1028.7","999.9","006.7","  29.1"," 14.8","  5.6"
"71624099999","2021-03-09","  28.9","000000","999.9","  50.0","  28.4","  9.9"," 0.00","1026.6","999.9","005.1","  41.1"," 15.0","  5.8"
"71624099999","2021-03-10","  30.6","000000","999.9","  55.4","  28.2","  9.9"," 0.00","1025.2","999.9","003.8","  42.3"," 14.6","  4.9"
"71624099999","2021-03-11","  40.6","010010"," 42.0","  66.6","  50.0"," 32.1"," 0.00","1014.0","999.9","993.4","  59.1"," 13.8"," 14.9"
"71624099999","2021-03-12","  28.1","010000"," 41.0","  54.0","  33.8"," 28.0"," 0.08","1019.7","999.9","998.5","  43.6"," 15.0"," 16.1"
"71624099999","2021-03-13","  13.0","000000"," 35.9","  52.3","  19.4"," 28.0"," 0.00","1028.4","999.9","006.5","  29.4"," 15.0"," 13.3"
"71624099999","2021-03-14","  18.5","001000"," 35.9","  42.1","  19.4"," 25.1"," 0.00","1022.1","999.9","000.5","  33.7"," 15.0"," 15.5"
"71624099999","2021-03-15","  -0.1","000000"," 25.1","  38.3","  15.8"," 17.1"," 0.00","1032.8","999.9","010.6","  23.2"," 15.0"," 10.1"
"71624099999","2021-03-16","  14.4","001000"," 22.9","  39.2","  24.8"," 15.0"," 0.00","1021.6","999.9","999.8","  30.9"," 14.9","  9.2"
"71624099999","2021-03-17","  26.3","000000","999.9","  48.2","  33.6","  8.9"," 0.00","1018.3","999.9","997.0","  38.7"," 14.6","  4.1"
"71624099999","2021-03-18","  29.5","010000"," 26.0","  48.2","  34.2"," 19.0"," 0.02","1016.9","999.9","995.6","  40.1"," 13.1"," 10.6"
"71624099999","2021-03-19","   3.8","000000"," 28.9","  44.2","  22.5"," 19.0"," 0.00","1029.8","999.9","008.0","  31.4"," 15.0"," 12.1"
"71624099999","2021-03-20","  17.0","000000"," 17.1","  57.9","  22.5","  9.9"," 0.00","1034.2","999.9","012.6","  41.6"," 15.0","  4.2"
"71624099999","2021-03-21","  22.0","000000"," 15.9","  59.0","  32.0","  8.9"," 0.00","1032.3","999.9","010.9","  44.7"," 15.0","  3.8"
"71624099999","2021-03-22","  24.4","000000","999.9","  60.8","  30.2"," 11.1"," 0.00","1025.6","999.9","004.3","  44.0"," 15.0","  4.4"
"71624099999","2021-03-23","  24.7","000000","999.9","  61.0","  30.2","  7.0"," 0.00","1021.4","999.9","000.3","  48.9"," 15.0","  3.7"
"71624099999","2021-03-24","  36.0","010000"," 15.9","  62.6","  46.4"," 11.1"," 0.00","1014.2","999.9","993.4","  53.7"," 15.0","  5.3"
"71624099999","2021-03-25","  45.0","010000"," 18.1","  69.8","  44.6"," 17.1"," 0.03","1011.4","999.9","990.8","  55.7"," 14.8","  6.7"
"71624099999","2021-03-26","  43.1","010000"," 39.0","  60.8","  41.0"," 27.0"," 1.40","1005.0","999.9","984.3","  47.9"," 11.7"," 12.8"
"71624099999","2021-03-27","  34.1","000000"," 20.0","  46.4","  37.4"," 15.0"," 0.00","1019.7","999.9","998.4","  40.8"," 13.9","  6.7"
"71624099999","2021-03-28","  36.5","010000"," 34.0","  50.0","  39.2"," 26.0"," 0.01","1004.7","999.9","983.7","  42.1"," 13.2","  9.0"
"71624099999","2021-03-29","  24.5","000000"," 34.0","  50.2","  30.7"," 26.0"," 0.00","1016.3","999.9","995.0","  37.3"," 15.0"," 16.1"
"71624099999","2021-03-30","  30.0","000000"," 33.0","  68.0","  33.3"," 22.0"," 0.00","1017.4","999.9","996.3","  47.2"," 15.0","  8.7"
"71624099999","2021-03-31","  34.6","010000"," 25.1","  68.5","  32.9"," 18.1"," 0.00","1011.7","999.9","991.0","  53.3"," 15.0"," 10.3"
"71624099999","2021-04-01","  17.4","001000"," 34.0","  41.0","  28.2"," 24.1"," 0.00","1020.4","999.9","998.8","  32.3"," 15.0"," 16.7"
"71624099999","2021-04-02","   2.3","000000"," 28.9","  41.0","  24.8"," 20.0"," 0.00","1028.1","999.9","006.2","  31.1"," 15.0"," 14.0"
"71624099999","2021-04-03","  15.5","010000"," 29.9","  48.2","  24.6"," 22.0"," 0.00","1026.5","999.9","004.8","  35.0"," 14.8","  7.3"
"71624099999","2021-04-04","  29.5","000000","999.9","  59.0","  30.2","  8.9"," 0.00","1021.0","999.9","999.7","  42.8"," 14.4","  5.4"
"71624099999","2021-04-05","  26.9","000000","999.9","  59.2","  29.3","  8.9"," 0.00","1021.3","999.9","000.1","  47.6"," 15.0","  5.6"
"71624099999","2021-04-06","  27.0","000000","999.9","  57.2","  36.7"," 11.1"," 0.00","1017.5","999.9","996.5","  48.3"," 15.0","  5.3"
"71624099999","2021-04-07","  22.4","000000","999.9","  62.6","  42.8"," 14.0"," 0.00","1016.1","999.9","995.3","  52.5"," 15.0","  6.7"
"71624099999","2021-04-08","  39.8","000000"," 25.1","  68.2","  48.2"," 15.0"," 0.00","1013.9","999.9","993.3","  58.2"," 15.0","  7.9"
"71624099999","2021-04-09","  47.1","010000"," 24.1","  69.1","  47.3"," 15.0"," 0.01","1011.3","999.9","990.8","  59.7"," 15.0","  7.0"
"71624099999","2021-04-10","  49.6","010000"," 19.0","  68.0","  50.0","  9.9"," 0.01","1010.0","999.9","989.5","  58.2"," 15.0","  5.9"
"71624099999","2021-04-11","  50.8","010000","999.9","  64.4","  50.0","  8.9"," 0.43"," 999.3","999.9","979.0","  57.9"," 11.7","  5.4"
"71624099999","2021-04-12","  48.7","010000"," 25.1","  57.2","  44.6"," 15.9"," 0.34","1003.8","999.9","983.1","  49.4","  7.5","  9.8"
"71624099999","2021-04-13","  45.5","000000"," 15.0","  57.2","  44.6","  8.9"," 0.00","1016.3","999.9","995.3","  49.3"," 12.4","  5.0"
"71624099999","2021-04-14","  40.0","100000"," 22.0","  60.4","  40.5"," 14.0"," 0.00","1016.4","999.9","995.4","  49.3"," 10.7","  5.6"
"71624099999","2021-04-15","  33.5","010000"," 20.0","  60.4","  40.1"," 15.0"," 0.03","1009.9","999.9","988.9","  44.1"," 14.6","  7.9"
"71624099999","2021-04-16","  36.0","010000"," 22.9","  50.0","  39.2"," 15.0"," 0.06","1007.3","999.9","986.3","  43.6"," 14.6"," 12.7"
"71624099999","2021-04-17","  40.0","010000"," 15.9","  53.6","  37.4"," 11.1"," 0.02","1010.9","999.9","989.9","  44.4"," 14.1","  6.5"
"71624099999","2021-04-18","  37.8","010000"," 19.0","  59.2","  37.0"," 13.0"," 0.01","1010.6","999.9","989.7","  47.5"," 14.9","  7.9"
"71624099999","2021-04-19","  33.8","010000"," 27.0","  62.6","  35.6"," 19.0"," 0.02","1008.7","999.9","987.9","  48.7"," 15.0","  7.5"
"71624099999","2021-04-20","  31.2","011000"," 27.0","  63.0","  34.9"," 19.0"," 0.06","1012.4","999.9","991.3","  40.2"," 14.1"," 12.9"
"71624099999","2021-04-21","  23.6","001000"," 27.0","  37.4","  28.4"," 22.0"," 0.17","1014.2","  0.4","992.7","  33.2","  8.8"," 11.2"
"71624099999","2021-04-22","  20.0","001000"," 32.1","  41.0","  27.5"," 24.1"," 0.01","1013.9","999.9","992.4","  33.3"," 14.4"," 14.5"
"71624099999","2021-04-23","  24.0","000000"," 31.1","  64.4","  28.4"," 22.0"," 0.00","1014.6","999.9","993.5","  44.4"," 15.0"," 11.3"
"71624099999","2021-04-24","  32.0","000000"," 18.1","  62.6","  44.6"," 14.0"," 0.00","1013.3","999.9","992.6","  54.3"," 15.0","  9.2"
"71624099999","2021-04-25","  36.1","010000"," 31.1","  59.0","  39.2"," 22.0"," 0.04","1009.7","999.9","988.9","  49.3"," 13.8"," 11.2"
"71624099999","2021-04-26","  20.0","000000"," 24.1","  52.5","  30.4"," 18.1"," 0.00","1021.8","999.9","000.4","  38.3"," 15.0"," 11.0"
"71624099999","2021-04-27","  26.8","010000"," 15.9","  55.4","  40.8"," 12.0"," 0.05","1016.0","999.9","995.0","  46.9"," 14.8","  6.8"
"71624099999","2021-04-28","  44.8","010010"," 15.0","  62.6","  46.4","  9.9"," 0.39","1010.4","999.9","989.6","  51.6"," 13.0","  4.9"
"71624099999","2021-04-29","  48.3","110000","999.9","  63.1","  46.4"," 11.1"," 0.13","1007.9","999.9","987.1","  49.2","  3.4","  4.5"
"71624099999","2021-04-30","  39.0","010000"," 42.9","  51.8","  42.8"," 29.9"," 0.43","1005.1","999.9","984.3","  46.5"," 13.2"," 18.6"
"71624099999","2021-05-01","  26.8","010000"," 28.9","  55.8","  33.8"," 22.9"," 0.00","1014.8","999.9","993.7","  43.9"," 15.0"," 12.3"
"71624099999","2021-05-02","  37.7","010000","999.9","  63.3","  34.2","  8.0"," 0.00","1005.9","999.9","985.3","  53.2"," 15.0","  5.2"
"71624099999","2021-05-03","  45.6","010000"," 22.9","  63.3","  43.7"," 15.9"," 0.00","1008.3","999.9","987.6","  52.6"," 13.8","  7.8"
"71624099999","2021-05-04","  46.2","010000","999.9","  55.0","  46.0","  8.9"," 0.21","1005.6","999.9","984.8","  48.0","  8.6","  4.3"
"71624099999","2021-05-05","  43.7","010000"," 22.0","  53.8","  45.9"," 18.1"," 0.02","1009.2","999.9","988.3","  49.1"," 13.8"," 10.8"
"71624099999","2021-05-06","  34.4","000000","999.9","  57.2","  35.6"," 17.1"," 0.05","1017.7","999.9","996.6","  46.4"," 15.0","  7.7"
"71624099999","2021-05-07","  32.5","010000"," 18.1","  57.9","  36.0"," 12.0"," 0.00","1015.1","999.9","994.1","  46.7"," 15.0","  6.7"
"71624099999","2021-05-08","  34.1","000000"," 24.1","  59.2","  34.9"," 17.1"," 0.00","1013.3","999.9","992.3","  46.9"," 15.0","  7.0"
"71624099999","2021-05-09","  33.4","000000"," 15.9","  59.7","  34.5"," 12.0"," 0.00","1015.8","999.9","994.8","  46.5"," 15.0","  5.4"
"71624099999","2021-05-10","  32.3","010000"," 24.1","  55.4","  35.6"," 17.1"," 0.00","1014.3","999.9","993.3","  46.6"," 15.0","  9.7"
"71624099999","2021-05-11","  30.5","010000"," 28.0","  56.7","  32.7"," 22.0"," 0.00","1019.1","999.9","997.9","  43.9"," 15.0"," 14.0"
"71624099999","2021-05-12","  31.6","000000"," 25.1","  64.4","  41.0"," 17.1"," 0.00","1024.8","999.9","003.7","  50.8"," 15.0"," 13.1"
"71624099999","2021-05-13","  31.1","000000"," 15.9","  68.0","  39.9"," 12.0"," 0.00","1025.8","999.9","004.8","  56.3"," 15.0","  8.0"
"71624099999","2021-05-14","  31.0","000000"," 19.0","  70.0","  43.7"," 12.0"," 0.00","1024.5","999.9","003.8","  58.9"," 15.0","  6.4"
"71624099999","2021-05-15","  32.9","010000"," 15.0","  71.2","  43.7","  9.9"," 0.00","1023.5","999.9","002.8","  60.4"," 14.8","  5.1"
"71624099999","2021-05-16","  35.5","000000"," 15.0","  72.0","  43.9","  9.9"," 0.00","1023.1","999.9","002.5","  61.6"," 15.0","  4.4"
"71624099999","2021-05-17","  40.5","000000"," 15.9","  73.6","  47.1"," 11.1"," 0.00","1024.0","999.9","003.4","  62.4"," 15.0","  5.1"
"71624099999","2021-05-18","  46.6","000000"," 15.0","  80.6","  55.0","  9.9"," 0.00","1025.3","999.9","004.8","  67.1"," 15.0","  5.5"
"71624099999","2021-05-19","  46.5","000000","999.9","  82.2","  54.1"," 12.0"," 0.00","1026.5","999.9","006.0","  70.0"," 14.8","  6.3"
"71624099999","2021-05-20","  50.5","000000","999.9","  84.2","  62.6","  8.9"," 0.00","1027.3","999.9","006.9","  71.8"," 14.7","  4.1"
"71624099999","2021-05-21","  54.4","000000"," 21.0","  89.6","  62.6"," 14.0"," 0.00","1028.0","999.9","007.7","  75.3"," 14.6","  5.4"
"71624099999","2021-05-22","  59.4","010000"," 22.9","  89.1","  60.3"," 16.3"," 0.00","1024.3","999.9","004.0","  74.7"," 15.0"," 10.8"
"71624099999","2021-05-23","  61.3","000000"," 21.0","  81.7","  65.5"," 17.1"," 0.00","1018.4","999.9","998.1","  70.7"," 15.0"," 10.3"
"71624099999","2021-05-24","  40.6","000000","999.9","  77.0","  54.5"," 14.0"," 0.00","1022.9","999.9","002.2","  62.2"," 15.0","  7.0"
"71624099999","2021-05-25","  49.8","000000"," 28.0","  90.0","  54.5"," 22.9"," 0.00","1017.0","999.9","996.7","  70.4"," 14.5","  7.6"
"71624099999","2021-05-26","  60.0","010000"," 27.0","  91.9","  56.3"," 21.0"," 0.02","1011.2","999.9","991.2","  74.7"," 15.0"," 12.8"
"71624099999","2021-05-27","  39.2","000000"," 25.1","  72.1","  46.4"," 19.0"," 0.01","1018.5","999.9","997.7","  56.5"," 15.0"," 12.7"
"71624099999","2021-05-28","  33.9","011000"," 20.0","  65.7","  35.6"," 14.0"," 0.44","1020.8","999.9","999.6","  44.1"," 12.1"," 10.5"
"71624099999","2021-05-29","  30.7","000000"," 22.0","  60.4","  35.6"," 15.0"," 0.12","1020.5","999.9","999.4","  48.5"," 15.0","  8.6"
"71624099999","2021-05-30","  32.0","000000"," 15.0","  64.4","  42.8","  9.9"," 0.00","1024.3","999.9","003.3","  54.7"," 15.0","  6.2"
"71624099999","2021-05-31","  35.8","000000"," 20.0","  73.9","  46.4"," 13.0"," 0.00","1024.0","999.9","003.3","  60.4"," 15.0","  5.2"
"71624099999","2021-06-01","  43.9","010000"," 20.0","  77.0","  44.6"," 14.0"," 0.00","1022.2","999.9","001.7","  67.7"," 15.0","  8.6"
"71624099999","2021-06-02","  46.7","000000","999.9","  78.3","  55.0","  9.9"," 0.00","1020.3","999.9","999.8","  66.9"," 15.0","  5.1"
"71624099999","2021-06-03","  58.1","010000","999.9","  77.5","  55.0","  9.9"," 0.28","1013.2","999.9","992.8","  63.4"," 10.9","  5.3"
"71624099999","2021-06-04","  61.3","000000"," 18.1","  82.4","  60.6"," 15.0"," 0.00","1010.6","999.9","990.4","  69.9"," 13.8","  6.4"
"71624099999","2021-06-05","  57.7","000000"," 28.9","  89.1","  60.3"," 22.9"," 0.00","1009.6","999.9","989.7","  77.9"," 15.0"," 13.0"
"71624099999","2021-06-06","  60.0","000000"," 25.1","  93.2","  67.8"," 17.1"," 0.00","1013.1","999.9","993.2","  80.1"," 15.0"," 10.3"
"71624099999","2021-06-07","  62.2","000000"," 22.9","  89.2","  67.3"," 15.9"," 0.00","1014.8","999.9","994.9","  79.5"," 15.0","  8.4"
"71624099999","2021-06-08","  69.0","010010"," 15.9","  89.2","  67.3"," 12.0"," 0.33","1016.3","999.9","996.3","  75.1"," 12.0","  5.5"
"71624099999","2021-06-09","  70.0","000000"," 15.0","  84.9","  67.1","  9.9"," 0.07","1017.3","999.9","997.2","  76.9"," 14.2","  5.3"
"71624099999","2021-06-10","  49.6","000000"," 20.0","  84.9","  67.1"," 14.0"," 0.00","1018.3","999.9","998.0","  72.9"," 15.0","  8.1"
"71624099999","2021-06-11","  46.6","000000","999.9","  75.2","  62.6","  9.9"," 0.00","1013.6","999.9","993.4","  69.0"," 15.0","  6.1"
"71624099999","2021-06-12","  52.3","000000"," 17.1","  77.0","  62.6","  9.9"," 0.00","1011.9","999.9","991.7","  69.6"," 15.0","  5.5"
"71624099999","2021-06-13","  53.7","000000","999.9","  82.8","  63.0"," 11.1"," 0.00","1010.2","999.9","990.2","  73.2"," 15.0","  4.2"
"71624099999","2021-06-14","  54.2","010010"," 24.1","  84.4","  60.1"," 18.1"," 0.09","1008.5","999.9","988.4","  67.6"," 14.7"," 10.2"
"71624099999","2021-06-15","  46.9","010000"," 28.0","  77.0","  60.1"," 21.0"," 0.02","1011.2","999.9","990.9","  65.8"," 15.0"," 14.7"
"71624099999","2021-06-16","  35.2","000000"," 26.0","  72.5","  50.9"," 18.1"," 0.00","1016.0","999.9","995.5","  62.0"," 15.0"," 11.5"
"71624099999","2021-06-17","  37.8","000000"," 20.0","  78.8","  49.8"," 13.0"," 0.00","1015.8","999.9","995.4","  64.9"," 15.0","  8.4"
"71624099999","2021-06-18","  56.3","010010"," 26.0","  75.2","  64.4"," 15.9"," 0.02","1010.3","999.9","990.1","  68.5"," 13.3","  8.6"
"71624099999","2021-06-19","  59.8","010010"," 27.0","  87.6","  59.7"," 20.0"," 0.03","1005.9","999.9","986.0","  74.3"," 15.0"," 10.6"
"71624099999","2021-06-20","  57.8","000000","999.9","  87.6","  57.2"," 11.1"," 0.00","1007.3","999.9","987.2","  70.3"," 15.0","  6.6"
"71624099999","2021-06-21","  63.5","010010"," 35.0","  84.2","  66.2"," 25.1"," 0.24","1000.0","999.9","980.2","  72.5"," 12.8"," 11.8"
"71624099999","2021-06-22","  42.8","010000"," 34.0","  66.2","  50.0"," 25.1"," 0.00","1009.9","999.9","989.4","  57.9"," 15.0"," 13.1"
"71624099999","2021-06-23","  43.2","000000"," 19.0","  73.4","  48.2"," 17.1"," 0.00","1018.7","999.9","998.1","  61.8"," 15.0","  8.0"
"71624099999","2021-06-24","  51.0","000000"," 28.0","  82.4","  60.8"," 15.9"," 0.00","1021.1","999.9","000.7","  71.2"," 15.0","  9.0"
"71624099999","2021-06-25","  58.7","010000"," 15.0","  82.6","  60.6","  9.9"," 0.00","1018.6","999.9","998.4","  71.9"," 13.2","  6.5"
"71624099999","2021-06-26","  68.7","010000"," 26.0","  81.1","  66.0"," 18.1"," 0.87","1014.0","999.9","993.9","  72.2"," 11.4"," 11.0"
"71624099999","2021-06-27","  68.0","000000"," 28.9","  87.8","  75.2"," 19.0"," 0.00","1013.4","999.9","993.5","  81.3"," 15.0"," 14.0"
"71624099999","2021-06-28","  68.6","000000"," 24.1","  89.6","  73.4"," 15.9"," 0.00","1018.0","999.9","998.0","  81.5"," 15.0"," 11.4"
"71624099999","2021-06-29","  69.2","010010"," 34.0","  87.8","  69.8"," 22.0"," 0.54","1020.6","999.9","000.6","  78.0"," 14.3","  7.0"
"71624099999","2021-06-30","  67.3","010000"," 22.9","  82.4","  69.8"," 17.1"," 0.50","1015.9","999.9","995.8","  75.2"," 14.6","  9.3"
"71624099999","2021-07-01","  60.1","010000"," 21.0","  82.4","  64.6"," 15.9"," 0.00","1012.4","999.9","992.3","  71.3"," 15.0","  8.3"
"71624099999","2021-07-02","  56.9","010010"," 24.1","  79.3","  60.4"," 18.1"," 0.03","1011.6","999.9","991.4","  65.9"," 14.3"," 12.1"
"71624099999","2021-07-03","  55.7","000000"," 15.9","  78.8","  58.6"," 12.0"," 0.93","1011.3","999.9","991.0","  67.4"," 15.0","  6.3"
"71624099999","2021-07-04","  57.7","000000"," 15.0","  78.3","  57.0","  8.9"," 0.00","1011.9","999.9","991.7","  69.3"," 15.0","  6.7"
"71624099999","2021-07-05","  60.7","000000"," 22.9","  88.5","  66.2"," 15.9"," 0.00","1013.3","999.9","993.2","  73.8"," 15.0","  6.7"
"71624099999","2021-07-06","  66.7","000000"," 21.0","  90.1","  65.7"," 18.1"," 0.00","1011.9","999.9","992.0","  80.8"," 14.1"," 10.4"
"71624099999","2021-07-07","  62.4","010010"," 19.0","  84.9","  64.4"," 15.9"," 0.39","1014.4","999.9","994.3","  71.2"," 13.8","  7.7"
"71624099999","2021-07-08","  57.3","010010","999.9","  66.2","  59.0","  8.9"," 1.08","1013.1","999.9","992.7","  62.0"," 11.6","  5.2"
"71624099999","2021-07-09","  62.2","010000"," 19.0","  67.1","  59.2"," 14.0"," 0.06","1012.2","999.9","991.8","  64.9"," 10.7","  6.1"
"71624099999","2021-07-10","  55.3","000000"," 15.0","  74.5","  55.4"," 12.0"," 0.00","1017.9","999.9","997.4","  66.0"," 15.0","  7.2"
"71624099999","2021-07-11","  58.1","010000","999.9","  74.5","  55.4","  8.9"," 0.03","1017.5","999.9","997.1","  66.8"," 14.0","  5.1"
"71624099999","2021-07-12","  62.2","010000"," 18.1","  75.7","  61.0"," 12.0"," 0.02","1019.1","999.9","998.8","  70.3"," 15.0","  7.5"
"71624099999","2021-07-13","  67.6","010010"," 21.0","  80.6","  68.0"," 12.0"," 0.00","1018.4","999.9","998.2","  72.5"," 11.3","  5.2"
"71624099999","2021-07-14","  66.1","010000"," 15.9","  84.2","  67.6","  9.9"," 0.35","1017.4","999.9","997.2","  74.9"," 15.0","  7.1"
"71624099999","2021-07-15","  66.4","010000"," 33.0","  85.1","  66.7"," 22.9"," 0.00","1015.7","999.9","995.6","  76.5"," 14.8","  9.3"
"71624099999","2021-07-16","  62.5","010010"," 19.0","  86.0","  65.5"," 15.0"," 0.25","1015.9","999.9","995.7","  70.3"," 14.1","  7.1"
"71624099999","2021-07-17","  60.7","010000"," 18.1","  76.3","  65.5"," 12.0"," 0.13","1018.3","999.9","997.9","  68.4"," 12.9","  5.8"
"71624099999","2021-07-18","  60.3","000000"," 19.0","  84.4","  64.4"," 14.0"," 0.01","1018.9","999.9","998.7","  73.4"," 14.8","  7.6"
